student_id,gender,archetype,Algorithm_&_Program_Design_Minor1,Algorithm_&_Program_Design_Minor2,Algorithm_&_Program_Design_EndSem,Database_Management_Systems_Minor1,Database_Management_Systems_Minor2,Database_Management_Systems_EndSem,Programming_with_Java_Minor1,Programming_with_Java_Minor2,Programming_with_Java_EndSem,Digital_Logic_&_Computer_Architecture_Minor1,Digital_Logic_&_Computer_Architecture_Minor2,Digital_Logic_&_Computer_Architecture_EndSem,Software_Engineering_Minor1,Software_Engineering_Minor2,Software_Engineering_EndSem,Theoretical_Computer_Science_Minor1,Theoretical_Computer_Science_Minor2,Theoretical_Computer_Science_EndSem,Advanced_Data_Structures_Minor1,Advanced_Data_Structures_Minor2,Advanced_Data_Structures_EndSem,Data_Communication_&_Networks_Minor1,Data_Communication_&_Networks_Minor2,Data_Communication_&_Networks_EndSem,Operating_Systems_&_Shell_Programming_Minor1,Operating_Systems_&_Shell_Programming_Minor2,Operating_Systems_&_Shell_Programming_EndSem,AI_&_ML_Minor1,AI_&_ML_Minor2,AI_&_ML_EndSem,Software_Testing_&_QA_Minor1,Software_Testing_&_QA_Minor2,Software_Testing_&_QA_EndSem,Analysis_&_Design_of_Algorithms_Minor1,Analysis_&_Design_of_Algorithms_Minor2,Analysis_&_Design_of_Algorithms_EndSem,Data_Mining_&_Warehousing_Minor1,Data_Mining_&_Warehousing_Minor2,Data_Mining_&_Warehousing_EndSem,Information_&_Cybersecurity_Minor1,Information_&_Cybersecurity_Minor2,Information_&_Cybersecurity_EndSem,Cloud_Computing_Minor1,Cloud_Computing_Minor2,Cloud_Computing_EndSem,Algorithm_&_Program_Design_IsWeak,Database_Management_Systems_IsWeak,Programming_with_Java_IsWeak,Digital_Logic_&_Computer_Architecture_IsWeak,Software_Engineering_IsWeak,Theoretical_Computer_Science_IsWeak,Advanced_Data_Structures_IsWeak,Data_Communication_&_Networks_IsWeak,Operating_Systems_&_Shell_Programming_IsWeak,AI_&_ML_IsWeak,Software_Testing_&_QA_IsWeak,Analysis_&_Design_of_Algorithms_IsWeak,Data_Mining_&_Warehousing_IsWeak,Information_&_Cybersecurity_IsWeak,Cloud_Computing_IsWeak
MCA23_2186,Female,average,11,11,38,11,11,37,0,0,0,12,16,45,6,10,33,10,13,29,5,10,48,13,12,41,0,0,0,0,0,0,11,17,52,11,9,47,12,14,47,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1
MCA23_2187,Female,average,13,17,36,5,18,41,18,13,55,12,10,42,14,16,47,0,0,0,17,10,30,5,14,44,0,0,0,6,18,42,0,0,0,0,0,0,0,0,0,6,12,45,20,17,25,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0
MCA23_2188,Male,average,0,0,0,5,11,40,0,0,0,14,13,20,15,11,45,17,10,49,12,14,23,18,9,56,0,0,0,0,0,0,19,14,41,0,0,0,0,0,0,7,19,40,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1
MCA23_2189,Female,average,0,0,0,0,0,0,18,14,33,15,17,45,13,10,23,9,14,31,7,12,23,0,0,0,11,14,45,10,11,54,0,0,0,16,17,45,0,0,0,20,17,33,15,20,41,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0
MCA23_2190,Male,forced_weak,0,0,0,7,4,24,0,6,39,2,0,32,0,8,19,10,0,23,0,9,26,0,0,0,6,10,7,8,7,13,0,0,0,10,4,25,0,0,0,0,3,38,0,5,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_2191,Female,specializedai,0,0,0,0,0,0,12,14,43,0,0,0,17,18,30,15,19,47,0,0,0,18,18,56,13,16,24,18,14,60,0,0,0,0,0,0,0,0,0,7,10,55,17,16,55,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
MCA23_2192,Female,average,0,0,0,13,19,24,0,0,0,0,0,0,14,16,39,0,0,0,0,0,0,0,0,0,0,0,0,11,20,30,11,20,33,12,12,35,0,0,0,14,16,29,11,5,42,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
MCA23_2193,Female,average,11,6,44,9,8,25,0,0,0,0,0,0,11,18,38,10,17,37,0,0,0,16,17,30,0,0,0,0,0,0,0,0,0,0,0,0,13,13,49,0,0,0,14,12,53,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0
MCA23_2194,Male,average,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,48,15,13,23,0,0,0,11,8,55,19,13,24,0,0,0,0,0,0,6,12,60,11,13,28,11,13,41,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
MCA23_2195,Female,average,0,0,0,0,0,0,9,12,40,0,0,0,14,14,56,0,0,0,0,0,0,0,0,0,0,0,0,5,16,55,14,18,31,15,10,36,9,17,28,0,0,0,10,9,42,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1
MCA23_2196,Male,average,0,0,0,10,7,43,0,0,0,10,13,25,11,9,45,0,0,0,9,9,31,11,18,38,11,15,46,16,20,41,13,5,53,12,20,42,10,20,32,12,7,33,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,1
MCA23_2197,Male,forced_weak,6,8,26,0,0,0,0,0,0,4,8,26,6,5,25,4,3,21,6,7,11,0,0,0,9,7,3,5,4,16,0,0,0,6,9,31,0,0,0,6,4,28,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_2198,Male,average,11,11,30,0,0,0,13,5,26,13,16,43,14,10,60,10,17,25,7,15,47,0,0,0,13,15,41,0,0,0,0,0,0,16,15,33,0,0,0,0,0,0,19,7,44,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1
MCA23_2199,Male,forced_weak,0,0,0,0,2,17,0,0,0,4,6,17,6,1,26,0,1,15,4,4,18,3,6,26,1,0,20,7,7,23,0,4,22,0,0,0,4,4,21,0,0,0,3,8,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_2200,Female,average,13,15,20,0,0,0,0,0,0,0,0,0,7,16,55,12,14,33,0,0,0,0,0,0,7,16,41,0,0,0,0,0,0,14,13,20,20,12,31,7,11,41,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
MCA23_2201,Male,average,16,11,27,0,0,0,17,18,32,0,0,0,5,9,29,10,19,39,0,0,0,16,13,38,0,0,0,15,14,41,0,0,0,0,0,0,5,10,24,0,0,0,10,15,41,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
MCA23_2202,Female,average,13,16,35,6,19,47,0,0,0,18,11,38,18,9,35,9,13,38,9,13,45,15,14,42,0,0,0,0,0,0,0,0,0,0,0,0,9,14,30,20,15,52,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0
MCA23_2203,Male,struggling,0,0,0,0,0,0,9,4,17,0,0,0,0,0,0,6,7,15,8,1,21,0,0,0,0,0,0,7,11,27,0,0,0,11,9,24,0,0,0,9,6,33,7,2,27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_2204,Male,forced_weak,0,0,0,0,0,0,0,0,0,0,0,0,1,3,28,4,4,2,0,0,0,5,9,23,2,4,30,0,0,0,0,0,0,4,4,0,6,8,19,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_2205,Male,forced_weak,5,2,4,4,3,9,0,0,0,0,0,0,5,2,27,2,3,12,7,0,17,7,6,6,6,5,14,0,0,0,6,5,35,4,3,7,0,0,0,4,6,25,5,5,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_2206,Female,average,0,0,0,14,16,52,0,0,0,0,0,0,11,15,23,0,0,0,12,17,48,13,11,20,0,0,0,13,13,20,0,0,0,14,6,26,14,13,53,15,20,53,14,18,29,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
MCA23_2207,Female,forced_weak,0,0,0,7,9,16,0,0,0,9,3,34,3,4,19,5,6,36,6,1,28,1,1,29,7,1,13,0,0,0,2,0,3,0,0,0,0,0,0,5,2,25,6,0,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_2208,Female,average,10,8,43,0,0,0,14,16,38,0,0,0,9,9,39,6,14,31,0,0,0,14,10,34,8,7,30,6,8,41,12,8,52,10,13,53,0,0,0,0,0,0,17,19,45,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0
MCA23_2209,Male,highachiever,0,0,0,19,20,45,0,0,0,0,0,0,18,16,60,0,0,0,0,0,0,20,15,49,0,0,0,0,0,0,0,0,0,0,0,0,15,16,50,15,16,55,18,17,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCA23_2210,Female,forced_weak,1,8,40,0,0,0,0,0,0,4,6,21,7,4,8,0,0,0,6,4,21,5,0,21,0,0,0,6,1,33,3,7,34,0,0,0,8,7,27,10,4,21,6,0,31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_2211,Male,specializedai,15,18,51,17,14,50,0,0,0,0,0,0,10,16,45,0,0,0,19,18,56,18,17,57,10,16,46,16,15,50,15,16,34,13,10,43,0,0,0,0,0,0,18,19,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCA23_2212,Male,struggling,8,6,29,0,0,0,10,9,17,0,0,0,0,0,0,8,9,20,6,3,21,1,3,20,0,0,0,0,0,0,0,0,0,10,8,21,0,0,0,6,6,20,9,5,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_2213,Male,average,0,0,0,0,0,0,15,10,46,0,0,0,9,17,39,13,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,58,12,10,37,9,13,29,12,15,42,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0
MCA23_2214,Female,average,0,0,0,18,17,35,0,0,0,7,16,28,7,14,40,16,5,39,14,20,31,14,20,60,19,14,38,9,19,34,11,14,28,14,11,48,20,18,24,14,11,43,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
MCA23_2215,Male,specializedai,20,17,43,17,16,60,0,0,0,12,19,50,13,20,20,18,15,51,0,0,0,19,18,60,0,0,0,17,14,53,13,10,45,0,0,0,17,20,55,0,0,0,18,18,53,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
MCA23_2216,Female,highachiever,0,0,0,0,0,0,0,0,0,15,14,46,17,16,54,16,17,60,0,0,0,18,17,48,15,15,45,18,14,60,0,0,0,0,0,0,0,0,0,0,0,0,19,14,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCA23_2217,Male,specializedai,0,0,0,0,0,0,19,12,38,18,12,37,10,18,44,0,0,0,18,18,60,0,0,0,0,0,0,19,20,57,0,0,0,9,10,31,0,0,0,19,12,42,17,14,60,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
MCA23_2218,Male,average,7,20,31,0,0,0,0,0,0,5,14,20,0,0,0,0,0,0,0,0,0,0,0,0,9,19,34,10,5,42,19,15,41,0,0,0,8,12,35,16,13,46,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1
MCA23_2219,Female,highachiever,15,14,60,16,16,57,0,0,0,0,0,0,18,18,58,18,14,59,19,16,49,0,0,0,15,14,58,0,0,0,0,0,0,17,15,59,15,17,51,0,0,0,20,17,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCA23_2220,Male,average,9,18,32,10,9,60,17,19,48,12,14,30,10,14,35,11,12,30,12,19,45,7,20,44,0,0,0,0,0,0,0,0,0,0,0,0,9,19,42,12,7,28,7,11,47,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1
MCA23_2221,Female,average,9,8,40,0,0,0,14,18,41,11,8,56,11,17,30,10,9,47,14,15,46,13,13,44,14,11,23,7,18,25,20,18,57,6,11,50,16,11,35,19,12,32,15,14,60,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0
MCA23_2222,Female,forced_weak,6,4,32,0,3,18,0,0,0,5,3,29,0,0,0,4,4,14,0,2,37,0,0,0,1,9,34,0,0,0,0,0,0,6,2,33,0,0,0,8,4,22,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_2223,Male,specializedai,0,0,0,0,0,0,17,12,20,12,17,31,15,10,37,16,12,35,18,15,55,0,0,0,12,6,40,18,17,50,20,20,47,0,0,0,0,0,0,5,15,29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
MCA23_2224,Male,specializedai,0,0,0,0,0,0,12,19,50,0,0,0,9,8,26,7,6,20,18,17,48,17,18,56,0,0,0,18,18,48,0,0,0,0,0,0,17,19,60,13,8,34,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0
MCA23_2225,Male,average,0,0,0,15,13,26,13,8,29,14,14,41,0,0,0,15,11,35,9,12,39,0,0,0,0,0,0,0,0,0,5,17,42,10,10,20,9,13,34,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0
MCA23_2226,Male,forced_weak,0,0,0,2,3,20,9,1,30,0,0,0,2,4,24,7,3,8,2,4,25,0,0,0,0,0,0,5,1,17,4,9,30,0,0,0,3,0,29,6,2,25,5,3,25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_2227,Female,forced_weak,2,3,6,4,4,8,0,0,0,0,1,14,0,0,0,4,8,15,0,0,0,0,0,0,3,3,0,6,2,33,2,3,19,0,0,0,5,0,16,4,6,4,0,3,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_2228,Female,average,0,0,0,0,0,0,11,17,27,10,14,20,6,19,40,0,0,0,12,15,28,0,0,0,19,11,47,12,14,58,11,9,35,0,0,0,13,11,46,13,10,45,12,9,37,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
MCA23_2229,Male,highachiever,19,20,45,0,0,0,16,14,58,17,14,45,20,16,53,0,0,0,0,0,0,0,0,0,15,18,52,15,16,48,20,14,49,17,16,55,20,17,45,19,14,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCA23_2230,Male,average,10,16,38,14,9,53,0,0,0,12,7,60,9,17,45,20,10,47,8,12,20,0,0,0,0,0,0,0,0,0,8,14,37,0,0,0,14,16,37,12,9,50,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,0
MCA23_2231,Male,average,0,0,0,15,17,51,0,0,0,0,0,0,0,0,0,16,14,28,6,16,36,0,0,0,17,13,20,11,14,21,0,0,0,0,0,0,13,13,44,0,0,0,16,5,37,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1
MCA23_2232,Female,average,0,0,0,17,15,43,0,0,0,14,17,55,9,13,56,0,0,0,9,14,28,0,0,0,14,16,38,18,13,57,0,0,0,0,0,0,0,0,0,11,9,42,7,18,38,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1
MCA23_2233,Male,forced_weak,0,0,0,5,7,27,6,3,26,0,0,0,3,9,21,8,3,32,6,5,12,0,0,0,0,0,0,7,3,21,7,5,13,8,10,0,8,0,0,6,3,28,6,0,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_2234,Male,average,0,0,0,20,20,60,12,13,36,14,9,37,16,10,37,15,13,34,15,13,42,10,11,47,18,11,47,0,0,0,0,0,0,11,20,48,14,12,36,0,0,0,15,20,55,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
MCA23_2235,Male,average,14,14,51,0,0,0,0,0,0,0,0,0,12,14,32,15,16,26,0,0,0,17,5,33,0,0,0,0,0,0,0,0,0,9,16,49,14,13,41,13,18,35,14,13,42,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0
MCA23_2236,Female,forced_weak,0,0,0,2,0,26,0,0,0,0,0,0,0,0,0,0,0,0,7,2,27,0,0,0,2,2,1,5,2,13,2,8,28,0,0,0,10,4,11,0,2,11,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_2237,Male,average,12,11,60,5,12,37,9,12,20,0,0,0,0,0,0,0,0,0,17,17,44,17,14,59,10,15,44,0,0,0,8,15,47,0,0,0,8,11,34,6,17,22,6,14,22,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1
MCA23_2238,Male,average,0,0,0,0,0,0,16,5,33,11,16,48,0,0,0,15,17,52,0,0,0,0,0,0,9,18,37,0,0,0,10,14,20,0,0,0,0,0,0,0,0,0,8,19,33,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1
MCA23_2239,Female,average,0,0,0,10,16,22,14,8,33,0,0,0,0,0,0,13,17,36,17,16,47,0,0,0,16,20,51,9,6,30,0,0,0,0,0,0,11,13,22,6,13,40,8,15,39,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1
MCA23_2240,Male,forced_weak,7,7,22,9,3,35,0,0,0,6,5,33,8,5,5,0,0,0,7,5,21,6,9,36,3,6,25,1,6,17,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_2241,Female,average,13,7,38,7,15,46,0,0,0,16,11,45,10,16,37,0,0,0,0,0,0,8,13,49,17,10,46,18,11,34,10,20,30,13,15,36,14,14,45,0,0,0,10,9,38,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1
MCA23_2242,Male,specializedai,15,10,41,0,0,0,20,17,44,13,12,26,0,0,0,14,14,27,17,17,49,0,0,0,10,12,39,17,17,57,12,17,56,7,18,29,16,15,57,0,0,0,16,16,54,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
MCA23_2243,Male,forced_weak,4,4,28,0,0,0,6,8,24,3,10,25,0,0,0,7,3,19,7,3,12,1,2,11,9,5,25,0,0,0,0,0,0,0,0,0,6,1,25,0,0,0,8,3,40,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_2244,Male,average,18,16,28,0,0,0,12,18,43,0,0,0,0,0,0,0,0,0,14,16,42,0,0,0,12,14,30,9,15,45,18,11,27,0,0,0,0,0,0,0,0,0,13,13,20,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
MCA23_2245,Male,average,9,8,54,0,0,0,12,9,42,0,0,0,11,16,35,0,0,0,12,14,60,16,10,58,0,0,0,0,0,0,0,0,0,11,15,43,9,10,40,13,14,41,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0
MCA23_2246,Male,highachiever,18,14,55,15,16,53,15,16,51,0,0,0,0,0,0,0,0,0,0,0,0,18,17,60,18,18,50,15,14,56,0,0,0,19,16,51,0,0,0,17,16,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCA23_2247,Male,forced_weak,4,5,30,0,0,0,3,10,16,0,0,0,8,4,31,5,5,12,7,5,28,0,0,0,0,0,0,5,6,29,0,0,0,9,1,0,6,0,19,0,0,0,3,2,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_2248,Female,specializedai,10,10,45,16,17,51,14,12,44,0,0,0,12,19,40,13,19,43,20,16,56,0,0,0,0,0,0,16,15,60,12,16,36,0,0,0,0,0,0,20,9,54,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
MCA23_2249,Male,struggling,0,0,0,0,0,0,1,3,22,0,0,0,5,4,19,0,0,0,0,0,0,0,0,0,5,3,25,0,0,0,8,0,14,0,0,0,6,1,20,7,8,27,10,9,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_2250,Female,specializedai,12,15,37,16,14,54,0,0,0,5,8,34,0,0,0,8,13,52,0,0,0,18,18,57,0,0,0,19,16,60,8,15,37,6,14,38,16,14,56,13,14,50,18,15,60,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0
MCA23_2251,Male,specializedai,0,0,0,0,0,0,9,18,53,0,0,0,0,0,0,7,8,59,19,16,55,19,19,55,11,18,40,0,0,0,0,0,0,17,16,51,18,16,60,11,13,53,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MCA23_2252,Male,average,0,0,0,11,18,42,10,13,60,0,0,0,11,18,23,10,8,41,0,0,0,10,14,60,0,0,0,0,0,0,14,12,49,19,10,30,5,14,60,19,5,31,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
MCA23_2253,Female,average,0,0,0,0,0,0,9,18,49,12,11,29,13,14,27,17,16,43,0,0,0,0,0,0,14,10,38,20,20,46,8,12,37,10,8,46,12,13,33,8,14,29,9,15,53,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0
MCA23_2254,Male,average,6,7,52,0,0,0,0,0,0,7,15,32,0,0,0,10,15,43,16,13,20,11,12,41,16,17,44,12,14,33,0,0,0,5,13,50,12,12,55,8,10,25,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1
MCA23_2255,Male,forced_weak,0,0,0,8,4,16,0,0,0,0,0,0,0,0,0,0,0,0,5,5,31,0,0,0,4,7,12,0,0,0,4,7,24,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_2256,Female,specializedai,17,17,34,0,0,0,15,18,30,11,10,31,13,18,26,0,0,0,0,0,0,0,0,0,18,10,41,18,20,50,13,20,25,0,0,0,0,0,0,0,0,0,17,16,56,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MCA23_2257,Male,specializedai,16,9,27,17,14,54,9,10,57,0,0,0,0,0,0,0,0,0,0,0,0,16,17,56,11,17,48,16,16,60,20,15,40,13,17,30,17,16,60,15,12,45,18,15,60,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
MCA23_2258,Male,struggling,8,8,14,0,0,0,0,0,0,0,0,0,4,3,21,8,3,27,6,6,21,2,7,29,11,5,8,7,5,26,0,0,0,5,5,16,0,0,0,7,12,22,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
MCA23_2259,Female,specializedai,0,0,0,19,16,54,13,10,46,0,0,0,5,13,30,16,20,42,18,18,57,17,18,60,0,0,0,0,0,0,20,8,49,13,14,33,0,0,0,10,9,24,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
MCA23_2260,Female,highachiever,18,14,56,0,0,0,0,0,0,0,0,0,18,14,58,19,15,50,16,15,51,0,0,0,16,15,47,0,0,0,20,16,56,17,15,50,0,0,0,18,14,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCA23_2261,Male,specializedai,13,11,26,0,0,0,0,0,0,19,13,37,0,0,0,11,15,34,17,16,57,0,0,0,0,0,0,18,17,60,17,10,55,0,0,0,0,0,0,19,10,42,17,15,52,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MCA23_2262,Female,average,0,0,0,0,0,0,7,12,38,8,12,37,11,11,36,14,11,27,0,0,0,0,0,0,15,6,21,12,9,34,0,0,0,13,13,40,0,0,0,0,0,0,7,13,31,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1
MCA23_2263,Male,forced_weak,5,2,22,10,7,37,9,3,26,1,3,21,6,9,23,6,5,18,0,5,10,3,9,31,2,7,18,0,0,0,2,10,17,9,8,16,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_2264,Male,forced_weak,6,0,40,2,6,0,4,7,11,10,4,26,5,5,19,0,0,0,0,0,0,5,1,23,6,1,14,0,0,0,3,5,21,4,7,19,6,4,18,10,7,40,5,6,35,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_2265,Female,forced_weak,3,3,17,0,0,0,0,0,0,0,0,10,6,6,19,5,0,19,0,0,0,4,7,30,3,8,10,7,1,30,1,2,18,5,8,17,7,4,13,9,3,20,7,2,23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_2266,Female,struggling,0,0,0,0,0,0,8,7,15,10,3,26,0,0,0,0,0,0,3,2,7,0,2,7,6,3,27,11,5,10,4,5,35,0,0,0,0,0,0,4,2,27,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_2267,Female,average,0,0,0,0,0,0,16,13,37,16,11,27,12,11,38,8,20,45,6,9,36,0,0,0,15,16,44,14,11,42,0,0,0,0,0,0,0,0,0,0,0,0,13,15,35,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
MCA23_2268,Male,average,17,8,27,16,10,42,16,20,42,0,0,0,0,0,0,0,0,0,16,12,39,19,10,47,7,14,31,0,0,0,11,13,39,6,19,37,11,17,35,0,0,0,9,18,45,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
MCA23_2269,Male,highachiever,16,15,48,16,15,58,0,0,0,0,0,0,0,0,0,19,15,45,0,0,0,0,0,0,17,16,45,15,17,51,15,18,47,0,0,0,19,16,45,0,0,0,18,14,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCA23_2270,Female,average,0,0,0,8,10,39,0,0,0,15,11,37,9,11,45,16,16,60,16,16,29,0,0,0,17,12,50,12,16,21,0,0,0,15,17,56,11,10,45,0,0,0,14,11,42,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0
MCA23_2271,Female,average,14,16,46,15,18,52,0,0,0,0,0,0,0,0,0,11,12,31,0,0,0,10,14,43,14,10,45,15,7,54,14,16,37,6,15,50,17,11,34,7,13,45,15,10,60,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
MCA23_2272,Female,forced_weak,9,5,6,8,5,24,4,6,17,7,7,13,0,0,0,2,4,13,5,1,18,0,0,0,1,5,23,0,0,0,0,0,0,3,3,22,2,1,13,7,0,28,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_2273,Male,specializedai,0,0,0,20,17,52,13,15,48,0,0,0,0,0,0,15,9,24,0,0,0,17,14,55,12,9,40,0,0,0,11,7,25,17,13,31,16,19,50,9,20,37,18,19,60,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
MCA23_2274,Male,struggling,6,6,34,8,3,24,0,0,0,7,9,25,11,6,23,6,4,26,8,7,30,6,5,27,1,1,31,4,6,24,10,4,26,4,4,18,5,3,20,0,0,0,3,3,22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_2275,Female,specializedai,15,17,47,18,17,53,5,18,48,8,13,38,0,0,0,20,14,35,0,0,0,0,0,0,9,10,39,18,16,60,11,14,39,0,0,0,17,18,52,0,0,0,18,16,57,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0
MCA23_2276,Female,average,0,0,0,0,0,0,9,12,28,20,12,23,18,16,32,0,0,0,8,11,59,0,0,0,0,0,0,9,10,38,0,0,0,8,8,54,0,0,0,16,14,47,10,12,20,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0
MCA23_2277,Female,highachiever,15,14,52,0,0,0,0,0,0,17,14,60,0,0,0,19,14,50,20,18,58,19,14,59,0,0,0,0,0,0,0,0,0,18,17,58,15,17,52,15,18,56,18,15,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCA23_2278,Female,average,0,0,0,0,0,0,0,0,0,9,10,34,0,0,0,20,20,31,16,15,39,0,0,0,14,15,40,9,11,20,0,0,0,13,15,44,0,0,0,12,11,46,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
MCA23_2279,Male,forced_weak,3,2,2,6,7,17,8,4,21,0,0,0,0,10,26,0,0,0,5,1,16,6,1,32,8,6,22,1,7,36,5,1,33,4,6,19,3,4,4,6,1,19,1,5,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_2280,Male,average,0,0,0,20,14,58,16,9,33,15,15,39,7,17,25,0,0,0,17,16,44,0,0,0,16,15,49,5,8,60,0,0,0,13,14,41,0,0,0,15,13,28,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
